"","Cont-1.tabular","Cont-2.tabular","Cont-3.tabular","Deet-0.25h-1.tabular","Deet-0.25h-2.tabular","Deet-0.25h-3.tabular","Deet-4h-1.tabular","Deet-4h-2.tabular","Deet-4h-3.tabular","Deet-24h-1.tabular","Deet-24h-2.tabular","Deet-24h-3.tabular","cluster"
"dv.26823",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.27271",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.27432",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.28215",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.28400",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.28463",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.28473",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.28670",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.28796",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.28855",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.28972",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.29241",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.29557",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.29586",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.29719",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.29734",-0.0443634313913552,-0.0443634313913552,-0.0443634313913552,-0.0443634313913552,-0.0443634313913552,-0.0443634313913552,0.48799774530491,-0.0443634313913552,-0.0443634313913552,-0.0443634313913552,-0.0443634313913552,-0.0443634313913552,2
"dv.29851",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.29928",0.295517713320135,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,2
"dv.30204",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.30418",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.30425",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.30782",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.30853",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.31146",-0.632400531527166,-0.632400531527166,-0.632400531527166,-0.632400531527166,0.259869437270349,0.217936245444581,0.123093997737735,0.51645643895433,0.406316364860091,0.680073390170456,0.366216509650239,-0.0403602579791134,2
"dv.31172",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.31176",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.31235",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.32173",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.32268",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.32412",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.32417",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.32694",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.32822",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.32924",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.33075",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.33468",-0.114742865105605,-0.114742865105605,-0.114742865105605,-0.114742865105605,1.26217151616166,-0.114742865105605,-0.114742865105605,-0.114742865105605,-0.114742865105605,-0.114742865105605,-0.114742865105605,-0.114742865105605,2
"dv.33500",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.33573",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.33679",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.34077",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.34420",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.34569",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.34786",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.35036",-0.687546804111741,0.479686545819604,-0.299167548324924,0.16126948044154,0.360963829768508,0.0722635003172734,-0.0918105488742746,0.570341566127766,-0.325648190978608,0.0261874173062679,-0.282325888409646,0.0157866409182343,2
"dv.35067",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.35315",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.35862",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.36345",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.36548",-0.176034882078816,-0.176034882078816,-0.176034882078816,0.434017943970369,-0.176034882078816,0.430604705239937,-0.176034882078816,-0.176034882078816,-0.176034882078816,0.375829445005219,-0.176034882078816,0.167826962415003,2
"dv.37401",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.37555",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.38233",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.39274",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.39995",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.39998",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.40208",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.40295",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.40628",-0.342945337228676,-0.342945337228676,-0.342945337228676,0.698062822232615,-0.342945337228676,-0.342945337228676,0.71930792478004,-0.342945337228676,-0.342945337228676,0.600498812964552,0.241086409645028,0.1416613909785,2
"dv.41413",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.41786",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.42223",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.42226",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.43195",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.43714",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.43953",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.44185",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.45179",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.46900",-0.0367848004909397,0.404632805400336,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,2
"dv.49837",-0.0794557170251617,-0.0794557170251617,-0.0794557170251617,0.530563282131422,-0.0794557170251617,-0.0794557170251617,-0.0794557170251617,-0.0794557170251617,-0.0794557170251617,-0.0794557170251617,-0.0794557170251617,0.263993888120196,2
"dv.50353",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.51127",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.51128",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.51337",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.52791",0.295517713320136,-0.0268652466654671,-0.0268652466654671,-0.0268652466654671,-0.0268652466654671,-0.0268652466654671,-0.0268652466654671,-0.0268652466654671,-0.0268652466654671,-0.0268652466654671,-0.0268652466654671,-0.0268652466654671,2
"dv.52801",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.5309",-0.490129483643044,0.520336636502904,-0.653893274550798,0.24226352276782,-0.0883849443839377,0.523637510362605,0.0356820482208322,0.147052090268893,-0.0254691029379615,-0.0282471557983683,-0.0903608284497999,-0.0924870183591482,2
"dv.53102",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.53415",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.53841",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.54999",-0.180438824946839,-0.180438824946839,0.213409321224788,0.419904465017091,-0.180438824946839,0.415899578618511,-0.180438824946839,-0.180438824946839,-0.180438824946839,-0.180438824946839,0.394297234714326,-0.180438824946839,2
"dv.5537",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.5554",-0.145899641220093,-0.145899641220093,-0.145899641220093,-0.145899641220093,-0.145899641220093,-0.145899641220093,-0.145899641220093,1.60489605342102,-0.145899641220093,-0.145899641220093,-0.145899641220093,-0.145899641220093,2
"dv.55783",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.56862",-0.145254370762717,-0.145254370762717,-0.145254370762717,0.705384680564086,0.747159027063083,-0.145254370762717,-0.145254370762717,-0.145254370762717,-0.145254370762717,-0.145254370762717,-0.145254370762717,-0.145254370762717,2
"dv.58216",-0.414081745547753,-0.414081745547753,-0.414081745547753,-0.414081745547753,-0.414081745547753,0.191958893865097,-0.414081745547753,0.416571515336843,0.694168781186706,0.529486252710148,0.170049126201515,0.482255903986209,2
"dv.58399",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.58500",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.61773",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.62433",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.63298",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.6548",0.359418449362028,0.155723944873742,-0.723558248618774,-0.225122351116616,-0.0780754186552617,0.12623020500304,-0.13578871122564,0.129591531021955,0.249968459299396,0.176196582620985,-0.00719986524261351,-0.0273845773222465,2
"dv.6694",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.6699",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.7072",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.7281",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.77472",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.7940",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.8098",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.82600",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.88512",-0.0443634313913552,-0.0443634313913552,-0.0443634313913552,-0.0443634313913552,-0.0443634313913552,-0.0443634313913552,0.48799774530491,-0.0443634313913552,-0.0443634313913552,-0.0443634313913552,-0.0443634313913552,-0.0443634313913552,2
"dv.8857",-0.0944567159759075,0.664311353970807,0.28025580578827,-0.0944567159759075,-0.0944567159759075,-0.0944567159759075,-0.0944567159759075,-0.0944567159759075,-0.0944567159759075,-0.0944567159759075,-0.0944567159759075,-0.0944567159759075,2
"dv.8878",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.95068",-0.0658678953187755,-0.0658678953187755,-0.0658678953187755,-0.0658678953187755,-0.0658678953187755,-0.0658678953187755,-0.0658678953187755,-0.0658678953187755,0.724546848506532,-0.0658678953187755,-0.0658678953187755,-0.0658678953187755,2
"dv.95453",-0.0680108439712876,0.373406761919988,0.30670167779289,-0.0680108439712876,-0.0680108439712876,-0.0680108439712876,-0.0680108439712876,-0.0680108439712876,-0.0680108439712876,-0.0680108439712876,-0.0680108439712876,-0.0680108439712876,2
"dv.9562",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.96274",-0.253168412199669,-0.253168412199669,-0.253168412199669,0.354296905948741,-0.253168412199669,0.596009868022599,0.279905089437919,-0.253168412199669,0.309313199589345,-0.253168412199669,-0.253168412199669,0.232653822399076,2
"dv.96649",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.96968",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.96984",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.97113",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.97204",0.295517713320135,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,2
"dv.9728",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.97302",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.97384",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.97581",-0.0619404466987339,-0.0619404466987339,0.681344913686072,-0.0619404466987339,-0.0619404466987339,-0.0619404466987339,-0.0619404466987339,-0.0619404466987339,-0.0619404466987339,-0.0619404466987339,-0.0619404466987339,-0.0619404466987339,2
"dv.97787",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.9785",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.97905",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.98001",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.98207",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.98214",-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,0.365655508437744,-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,2
"dv.98305",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.98379",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.98402",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.98596",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.98627",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.98780",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.98983",-0.285770513609103,-0.285770513609103,-0.285770513609103,0.322363735747201,-0.285770513609103,0.564282321583494,-0.285770513609103,0.298808170210686,0.277370467691775,-0.285770513609103,0.537568900030563,-0.285770513609103,2
"dv.99062",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.99087",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.99253",-0.338299328989022,-0.338299328989022,0.493710168010681,-0.338299328989022,0.743160728945419,-0.338299328989022,0.195378870277116,-0.338299328989022,0.452154781543593,-0.338299328989022,0.48369075414635,-0.338299328989022,2
"dv.99346",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.99394",0.38583870084504,-0.0691410202372018,0.305571501526976,-0.0691410202372018,-0.0691410202372018,-0.0691410202372018,-0.0691410202372018,-0.0691410202372018,-0.0691410202372018,-0.0691410202372018,-0.0691410202372018,-0.0691410202372018,2
"dv.99408",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.99474",-0.031226043480348,-0.031226043480348,0.34348647828383,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,2
"dv.99485",0.380279943834449,0.366717828643482,-0.0746997772477931,-0.0746997772477931,-0.0746997772477931,-0.0746997772477931,-0.0746997772477931,-0.0746997772477931,-0.0746997772477931,-0.0746997772477931,-0.0746997772477931,-0.0746997772477931,2
